CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2.1,1009.0,8.7,928.0,246.8967349054159,754.0,113.09125081011017,1166.0,983.0,5.1,84.0,0.7439
1.7,1036.0,10.2,986.0,113.0,776.0,112.0,1614.0,868.0,24.8,36.8,1.1357
1.1,1099.8331664998332,10.08310532754978,939.1533755978201,44.0,835.4936047158269,56.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
0.5,1120.0,7.0,859.0,219.0,640.0,129.0,1167.0,681.0,17.9,35.3,0.7184
2.0,973.0,5.4,785.0,241.0,916.0,127.0,883.0,1086.0,5.2,44.1,0.3939
1.4,1220.0,5.4,782.0,111.0,996.0,89.0,1560.0,1067.0,15.3,62.1,1.073
1.9,1015.0,12.3,1062.0,127.0,877.0,120.0,1668.0,847.0,36.4,15.1,0.9005
2.1527495439145157,1058.0,8.5,921.0,246.8967349054159,876.0,113.09125081011017,1594.0,893.0,18.8,48.0,1.0323
1.4,1082.0,9.0,939.0,76.0,869.0,84.0,1678.0,818.0,36.4,21.0,1.2515
2.7,1260.0,12.0,1050.0,156.0,828.0,111.0,1722.0,979.0,10.7,68.5,0.8794
3.1,1191.0,12.7,1074.0,239.0,741.0,128.0,1816.0,1038.0,12.3,78.3,1.1154
1.3,1018.0,7.7,885.0,112.0,809.0,77.0,1491.0,864.0,22.1,58.4,1.5393
3.0,1400.0,17.7,1230.0,362.0,519.0,102.0,1864.0,1483.0,26.5,52.2,1.7769
2.1527495439145157,1265.0,16.1,1184.0,246.8967349054159,619.0,113.09125081011017,1930.0,1270.0,24.2,65.6,1.9501
4.3,1303.0,20.7,1317.0,329.0,631.0,151.0,1816.0,1196.0,33.2,25.4,1.2722
4.2,1353.0,20.9,1323.0,465.0,519.0,129.0,1860.0,1430.0,20.0,73.3,1.693
2.1527495439145157,1018.0,7.5,880.0,67.0,865.0,86.0,1421.0,613.0,40.1,15.2,1.1065
2.1527495439145157,715.0,2.1,589.0,246.8967349054159,1286.0,113.09125081011017,1127.0,390.0,35.1,15.7,0.8757
1.2,1123.0,6.4,832.0,65.0,930.0,68.0,1565.0,792.0,21.2,48.3,1.2034
1.0,863.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,0.6683
3.2,1099.8331664998332,10.08310532754978,939.1533755978201,446.0,835.4936047158269,150.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1527495439145157,1048.0,7.8,891.0,246.8967349054159,791.0,113.09125081011017,1654.0,992.0,20.1,77.4,1.802
1.4,837.0,6.0,812.0,31.0,1065.0,9.0,1171.0,624.0,19.8,31.2,0.7127
2.1527495439145157,862.0,2.9,644.0,246.8967349054159,1030.0,113.09125081011017,1173.0,720.0,17.5,56.1,1.1103
1.0,918.0,6.4,830.0,246.8967349054159,875.0,113.09125081011017,1548.0,785.0,20.4,51.3,1.2131
2.0,1197.0,12.2,1058.0,273.0,634.0,91.0,1626.0,1237.0,27.0,47.6,1.67
2.4,1106.0,13.4,1097.0,135.0,902.0,105.0,1552.0,941.0,26.7,17.1,0.5909
3.8,1408.0,16.7,1200.0,687.0,490.0,295.0,1523.0,1369.0,4.1,82.7,0.682
2.1527495439145157,969.0,3.1,659.0,246.8967349054159,945.0,113.09125081011017,1082.0,691.0,11.1,65.3,0.8601
2.1527495439145157,986.0,5.6,794.0,246.8967349054159,845.0,113.09125081011017,1619.0,590.0,33.0,38.1,1.8813
2.1527495439145157,1099.8331664998332,10.08310532754978,939.1533755978201,246.8967349054159,835.4936047158269,113.09125081011017,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.3,1260.0,14.1,1121.0,313.0,568.0,82.0,1569.0,1252.0,20.0,56.7,1.3078
3.2,1099.8331664998332,10.08310532754978,939.1533755978201,418.0,835.4936047158269,129.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.6,1086.0,8.0,901.0,343.0,715.0,103.0,1216.0,1055.0,7.7,76.8,0.8112
1.5,966.0,7.4,874.0,171.0,969.0,95.0,1682.0,999.0,19.8,59.4,1.3554
2.1527495439145157,899.0,2.1,591.0,246.8967349054159,1243.0,113.09125081011017,1259.0,815.0,10.7,62.3,0.7988
1.7,1248.0,9.0,939.0,281.0,565.0,93.0,1458.0,1229.0,16.5,68.1,1.2653
1.8,1182.0,12.0,1051.0,211.0,829.0,89.0,1870.0,1206.0,19.6,66.7,1.5023
1.5,1099.8331664998332,10.08310532754978,939.1533755978201,65.0,835.4936047158269,75.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
3.2,1099.8331664998332,10.08310532754978,939.1533755978201,407.0,835.4936047158269,138.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
0.9,866.0,4.1,717.0,246.8967349054159,909.0,113.09125081011017,1328.0,827.0,17.2,71.7,1.394
0.4,818.0,0.7,463.0,33.0,1509.0,29.0,1046.0,437.0,14.4,68.5,1.1158
0.5,824.0,2.4,615.0,246.8967349054159,1131.0,113.09125081011017,1336.0,601.0,22.4,59.9,1.6069
2.2,1028.0,10.1,983.0,337.0,728.0,133.0,979.0,1048.0,13.7,19.9,0.3114
1.6,1106.0,8.6,924.0,58.0,725.0,62.0,1757.0,910.0,30.7,48.1,2.0821
1.6,1077.0,10.4,994.0,176.0,829.0,101.0,1429.0,1081.0,24.3,38.5,1.1525
2.1527495439145157,926.0,2.8,638.0,37.0,1195.0,52.0,1342.0,749.0,11.2,65.9,0.8775
2.2,1076.0,8.1,903.0,316.0,1627.0,102.0,1330.0,958.0,11.6,81.0,1.1082
2.1527495439145157,934.0,4.7,750.0,246.8967349054159,891.0,113.09125081011017,1035.0,798.0,10.7,47.7,0.6127
2.1527495439145157,1105.0,12.9,1079.0,246.8967349054159,788.0,113.09125081011017,1774.0,1168.0,30.0,27.5,1.1509
2.1527495439145157,1069.0,8.8,931.0,246.8967349054159,688.0,113.09125081011017,1508.0,1044.0,18.7,73.4,1.5701
0.8,889.0,1.9,574.0,246.8967349054159,1680.0,113.09125081011017,1187.0,512.0,7.0,62.3,0.6261
2.3,1323.0,9.9,973.0,147.0,864.0,111.0,1712.0,1125.0,16.2,55.4,1.0132
3.1,1099.8331664998332,10.08310532754978,939.1533755978201,516.0,835.4936047158269,168.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.2,1029.0,7.5,880.0,182.0,709.0,47.0,1451.0,965.0,17.3,78.4,1.532
2.1527495439145157,809.0,3.8,701.0,246.8967349054159,997.0,113.09125081011017,1384.0,649.0,21.1,51.6,1.2784
2.1527495439145157,1015.0,6.6,840.0,246.8967349054159,783.0,113.09125081011017,1664.0,839.0,25.0,53.6,1.6721
2.3,1122.0,10.5,996.0,259.0,660.0,62.0,1586.0,1048.0,18.4,76.3,1.6017
1.7,1058.0,8.0,898.0,246.8967349054159,749.0,113.09125081011017,1470.0,977.0,26.3,38.3,1.2932
0.6,798.0,2.2,600.0,246.8967349054159,1151.0,113.09125081011017,1049.0,543.0,7.3,78.1,0.8041
3.4,1270.0,14.0,1117.0,542.0,586.0,101.0,1528.0,1290.0,13.1,78.7,1.1817
2.1527495439145157,897.0,3.1,656.0,246.8967349054159,953.0,113.09125081011017,964.0,641.0,8.9,44.1,0.5039
5.3,1735.0,25.1,1431.0,396.0,628.0,150.0,2211.0,1843.0,17.8,42.9,0.8672
0.8,948.0,3.8,702.0,146.0,801.0,78.0,1164.0,818.0,11.0,73.1,0.9554
2.1527495439145157,1088.0,17.9,1238.0,261.0,654.0,171.0,1709.0,1359.0,31.8,19.4,0.8936
1.6,1255.0,9.5,958.0,260.0,579.0,117.0,1420.0,1215.0,20.4,50.5,1.1954
1.6,1090.0,5.2,773.0,86.0,1105.0,83.0,1429.0,761.0,13.9,55.9,0.8842
3.8,1373.0,18.4,1252.0,205.0,670.0,154.0,1889.0,1325.0,22.9,36.5,1.0083
2.1,1273.0,9.2,946.0,439.0,729.0,110.0,1349.0,1217.0,12.8,80.8,1.1898
5.7,1626.0,26.9,1476.0,281.0,555.0,135.0,2356.0,1786.0,19.8,58.6,1.3392
2.3,1178.0,7.4,873.0,316.0,700.0,137.0,1328.0,987.0,11.2,79.6,1.0587
3.1,1241.0,18.5,1254.0,360.0,693.0,145.0,1735.0,1149.0,34.3,24.7,1.3154
4.5,1256.0,25.0,1430.0,255.0,660.0,170.0,2151.0,1380.0,30.8,27.2,1.1832
5.2,1319.0,20.8,1319.0,600.0,539.0,178.0,1735.0,1384.0,16.7,58.0,1.0916
1.0,890.0,2.7,634.0,150.0,952.0,102.0,856.0,471.0,16.3,30.0,0.5514
2.2,1217.0,12.3,1060.0,126.0,660.0,101.0,1840.0,1227.0,24.0,51.9,1.5252
2.8,1366.0,17.4,1223.0,308.0,578.0,121.0,1744.0,1288.0,26.1,42.6,1.4172
1.8,1050.0,9.2,948.0,80.0,928.0,82.0,1584.0,652.0,26.1,30.3,1.0101
1.3,1158.0,8.6,923.0,142.0,673.0,62.0,1519.0,1072.0,21.9,61.5,1.5967
2.1527495439145157,938.0,11.3,1025.0,93.0,829.0,94.0,1517.0,753.0,35.4,15.3,0.8649
2.4,1253.0,9.7,966.0,343.0,560.0,162.0,1378.0,1251.0,14.5,57.0,0.9333
2.1527495439145157,929.0,3.3,668.0,246.8967349054159,937.0,113.09125081011017,1054.0,696.0,10.6,59.9,0.7674
1.1,1054.0,5.3,779.0,111.0,1080.0,98.0,1266.0,1013.0,11.3,40.3,0.5376
3.9,1172.0,15.3,1159.0,580.0,621.0,193.0,1461.0,1243.0,10.3,71.1,0.8878
2.0,1040.0,7.9,893.0,296.0,723.0,150.0,1104.0,835.0,12.6,38.5,0.5586
1.4,1055.0,3.7,693.0,186.0,789.0,98.0,1203.0,598.0,24.7,35.6,1.0882
2.5,1181.0,8.1,905.0,356.0,657.0,202.0,1215.0,1106.0,5.3,84.1,0.753
1.9,1176.0,10.4,993.0,206.0,659.0,91.0,1572.0,1178.0,20.3,66.4,1.5591
0.5,891.0,3.6,691.0,246.8967349054159,941.0,113.09125081011017,1553.0,629.0,24.8,58.7,1.8089
2.0,1273.0,10.3,988.0,288.0,563.0,123.0,1387.0,1257.0,24.1,33.3,0.9881
1.0,995.0,5.1,769.0,48.0,882.0,46.0,1576.0,615.0,36.6,30.8,1.8617
2.2,1059.0,12.3,1060.0,204.0,798.0,147.0,1638.0,1141.0,34.1,19.1,1.0048
0.9,900.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
2.1527495439145157,776.0,1.3,525.0,87.0,1391.0,72.0,770.0,585.0,5.1,44.8,0.3967
1.0,1025.0,3.4,675.0,160.0,798.0,89.0,1257.0,828.0,15.0,73.2,1.2413
1.3,1071.0,13.8,1110.0,124.0,864.0,121.0,1733.0,847.0,30.5,26.2,1.1278
0.8,848.0,1.9,578.0,120.0,1160.0,68.0,1068.0,679.0,13.2,62.5,0.943
1.3,912.0,3.5,685.0,246.8967349054159,934.0,113.09125081011017,1050.0,876.0,7.5,69.3,0.7201
3.0,1297.0,16.1,1183.0,159.0,765.0,130.0,1773.0,1242.0,23.6,31.3,0.9001
2.6,1451.0,20.1,1298.0,575.0,452.0,148.0,1744.0,1634.0,14.0,65.4,1.0427
2.1527495439145157,994.0,4.0,711.0,246.8967349054159,867.0,113.09125081011017,1384.0,909.0,20.5,64.0,1.5247
2.1527495439145157,893.0,3.4,676.0,45.0,930.0,55.0,1567.0,859.0,21.4,75.5,1.9033
5.6,1458.0,14.2,1123.0,527.0,540.0,164.0,1395.0,2030.0,9.6,65.9,0.7869
0.5,891.0,1.9,576.0,46.0,1417.0,53.0,1289.0,733.0,11.9,57.4,0.7978
0.3,718.0,0.9,486.0,32.0,1531.0,14.0,1072.0,398.0,15.4,53.7,0.9295
2.1527495439145157,1469.0,14.3,1128.0,246.8967349054159,762.0,113.09125081011017,1870.0,1207.0,18.1,51.3,1.0587
2.7,1210.0,12.4,1062.0,165.0,886.0,125.0,1586.0,981.0,15.8,36.1,0.644
2.4,1162.0,18.5,1253.0,173.0,796.0,138.0,1595.0,1248.0,32.6,9.3,0.4499
1.3,1285.0,11.6,1037.0,370.0,610.0,121.0,1277.0,1751.0,7.9,72.5,0.7766
2.5,1181.0,10.2,985.0,433.0,629.0,120.0,1312.0,1240.0,8.5,76.9,0.8557
3.5,1313.0,19.6,1285.0,464.0,505.0,82.0,1803.0,1373.0,17.7,75.6,1.5226
1.4,1025.0,5.6,794.0,199.0,848.0,101.0,1202.0,788.0,13.1,70.5,1.0594
2.1527495439145157,1038.0,9.6,961.0,246.8967349054159,1026.0,113.09125081011017,1530.0,949.0,19.4,38.1,0.8511
1.6,1045.0,6.6,840.0,118.0,879.0,92.0,1656.0,807.0,29.1,37.4,1.4833
2.1527495439145157,1109.0,9.3,952.0,246.8967349054159,735.0,113.09125081011017,1601.0,1041.0,29.1,33.6,1.3314
2.1527495439145157,1078.0,4.3,727.0,183.0,849.0,130.0,1057.0,857.0,5.7,75.1,0.6942
0.3,683.0,0.4,426.0,28.0,1775.0,22.0,805.0,302.0,10.4,38.6,0.4862
2.1527495439145157,1245.0,16.1,1181.0,184.0,645.0,164.0,1747.0,1350.0,38.1,18.5,1.2108
1.8,1016.0,6.7,842.0,253.0,762.0,140.0,1067.0,778.0,12.5,38.5,0.5568
1.4,987.0,6.3,824.0,49.0,793.0,53.0,1541.0,581.0,29.1,42.1,1.6695
2.1527495439145157,984.0,5.3,780.0,246.8967349054159,810.0,113.09125081011017,1377.0,910.0,21.2,61.4,1.5258
1.5,932.0,8.4,914.0,192.0,837.0,105.0,1298.0,1000.0,17.4,42.8,0.8463
1.2,883.0,3.1,659.0,216.0,943.0,122.0,842.0,527.0,2.7,49.4,0.3714
0.6,866.0,3.6,686.0,55.0,1135.0,48.0,1405.0,741.0,12.0,68.0,0.9547
1.1,1099.8331664998332,10.08310532754978,939.1533755978201,155.0,835.4936047158269,92.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
3.0,1206.0,14.4,1131.0,493.0,592.0,106.0,1675.0,1201.0,17.4,79.3,1.5593
3.3,1308.0,16.4,1193.0,163.0,793.0,106.0,1193.0,1187.0,23.6,27.5,0.7913
0.1,774.0,1.7,560.0,45.0,1386.0,51.0,1107.0,532.0,11.6,40.0,0.5462
6.2,1616.0,32.6,1610.0,796.0,374.0,227.0,1909.0,2021.0,21.0,29.2,0.7192
4.2,1595.0,19.9,1294.0,256.0,678.0,145.0,2058.0,1707.0,16.7,57.4,1.0786
1.8,1064.0,7.6,881.0,340.0,727.0,194.0,979.0,1099.0,11.4,27.8,0.3748
2.5,1197.0,11.7,1040.0,321.0,530.0,136.0,1519.0,1147.0,18.0,57.9,1.1826
2.1527495439145157,992.0,5.9,808.0,246.8967349054159,849.0,113.09125081011017,926.0,1052.0,4.7,46.6,0.4025
3.6,1349.0,15.6,1167.0,499.0,515.0,192.0,1443.0,1632.0,12.3,48.3,0.6871
2.1527495439145157,955.0,7.9,894.0,246.8967349054159,818.0,113.09125081011017,1366.0,804.0,17.9,52.6,1.0711
1.0,884.0,5.0,764.0,110.0,921.0,75.0,1247.0,900.0,14.9,58.9,0.9891
6.3,1099.8331664998332,10.08310532754978,939.1533755978201,1005.0,835.4936047158269,151.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
3.6,1267.0,14.1,1118.0,473.0,592.0,166.0,1503.0,1310.0,21.5,42.7,1.0837
0.6,793.0,1.9,579.0,47.0,1380.0,52.0,1303.0,427.0,23.4,34.9,0.991
0.6,900.0,3.4,674.0,33.0,974.0,50.0,1355.0,679.0,21.1,45.6,1.1246
2.1527495439145157,995.0,5.7,800.0,246.8967349054159,896.0,113.09125081011017,1501.0,615.0,34.6,28.3,1.5338
2.2,1099.8331664998332,10.08310532754978,939.1533755978201,250.0,835.4936047158269,147.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
0.9,833.0,2.9,648.0,246.8967349054159,1135.0,113.09125081011017,814.0,760.0,5.1,43.5,0.3852
4.4,1597.0,23.7,1395.0,235.0,652.0,110.0,2080.0,1519.0,11.2,56.9,0.7565
1.6,982.0,8.2,906.0,79.0,784.0,91.0,1561.0,1002.0,28.4,34.4,1.314
1.6,1107.0,5.9,807.0,214.0,768.0,73.0,1546.0,836.0,21.0,76.8,1.8881
2.1,1109.0,7.1,863.0,360.0,737.0,208.0,960.0,1527.0,5.4,43.5,0.3922
1.9,1160.0,5.6,794.0,284.0,658.0,120.0,1356.0,966.0,14.6,77.7,1.2834
2.8,1073.0,14.2,1124.0,209.0,752.0,154.0,1688.0,1175.0,29.5,23.8,0.9623
2.1,967.0,7.5,880.0,313.0,815.0,148.0,887.0,892.0,1.8,35.4,0.2497
2.7,1169.0,11.7,1039.0,124.0,883.0,100.0,1550.0,941.0,17.8,30.3,0.6129
1.4,955.0,3.9,706.0,168.0,888.0,120.0,884.0,616.0,12.6,30.6,0.446
1.6,1195.0,6.5,836.0,246.8967349054159,987.0,113.09125081011017,1554.0,885.0,15.2,57.9,0.9941
1.9,1048.0,11.0,1013.0,127.0,886.0,96.0,1584.0,940.0,26.8,25.2,0.8721
4.5,1293.0,14.6,1136.0,542.0,631.0,170.0,1365.0,1278.0,5.2,83.1,0.7411
0.8,958.0,4.5,735.0,246.8967349054159,816.0,113.09125081011017,1409.0,906.0,25.2,46.4,1.464
2.0,1094.0,10.0,979.0,142.0,717.0,119.0,1633.0,1192.0,33.3,28.2,1.4189
0.6,944.0,1.9,579.0,70.0,925.0,58.0,1002.0,598.0,13.8,51.2,0.8058
1.7,1064.0,6.4,830.0,270.0,739.0,144.0,1053.0,1059.0,7.8,49.9,0.5307
0.5,903.0,3.2,662.0,16.0,932.0,24.0,1590.0,760.0,26.4,61.6,2.0931
1.5,990.0,5.9,808.0,279.0,838.0,176.0,975.0,901.0,4.6,49.7,0.4271
0.8,1177.0,7.5,878.0,289.0,641.0,152.0,1224.0,844.0,14.0,47.8,0.7582
3.4,1311.0,22.0,1350.0,232.0,529.0,73.0,1957.0,1486.0,25.8,41.9,1.3688
2.1527495439145157,854.0,0.8,481.0,17.0,1756.0,27.0,1304.0,396.0,16.1,55.9,1.0153
2.1527495439145157,740.0,1.1,506.0,246.8967349054159,1333.0,113.09125081011017,1074.0,469.0,14.9,56.4,0.9474
2.1,1082.0,6.7,843.0,246.8967349054159,729.0,113.09125081011017,1061.0,1090.0,2.8,74.0,0.5591
0.9,976.0,7.0,858.0,104.0,1070.0,102.0,1547.0,839.0,20.0,47.6,1.103
4.0,1073.0,16.5,1195.0,575.0,675.0,177.0,1249.0,1244.0,14.6,23.7,0.3903
2.1527495439145157,820.0,1.1,506.0,246.8967349054159,1221.0,113.09125081011017,871.0,466.0,8.1,47.8,0.5157
2.1527495439145157,1436.0,17.5,1224.0,246.8967349054159,609.0,113.09125081011017,1886.0,1426.0,24.6,60.3,1.8363
3.6,1397.0,21.8,1346.0,228.0,580.0,165.0,2017.0,1837.0,31.5,27.8,1.2671
2.2,1197.0,10.3,989.0,357.0,577.0,161.0,1297.0,1087.0,21.0,30.6,0.7508
4.0,1485.0,17.5,1223.0,242.0,650.0,126.0,1980.0,1302.0,14.4,77.4,1.2654
1.3,963.0,6.5,835.0,59.0,1029.0,68.0,1495.0,556.0,24.8,34.8,1.0716
2.1527495439145157,1210.0,26.7,1472.0,221.0,515.0,120.0,2112.0,1525.0,22.4,38.0,1.0201
5.0,1472.0,24.5,1418.0,756.0,459.0,159.0,1681.0,1554.0,6.8,74.8,0.7423
2.1527495439145157,1077.0,11.3,1025.0,246.8967349054159,629.0,113.09125081011017,1677.0,772.0,28.4,38.4,1.4616
1.5,1020.0,8.7,929.0,134.0,805.0,108.0,1615.0,929.0,22.7,43.9,1.1962
0.6,761.0,1.7,563.0,26.0,1316.0,8.0,1106.0,451.0,15.4,53.9,0.9334
2.1,978.0,7.0,858.0,102.0,1013.0,79.0,1379.0,761.0,14.5,42.0,0.6896
2.2,1099.8331664998332,10.08310532754978,939.1533755978201,329.0,835.4936047158269,138.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.8,1163.0,8.5,919.0,128.0,922.0,84.0,1530.0,1076.0,11.1,50.5,0.6654
4.6,1651.0,17.8,1234.0,527.0,501.0,184.0,1513.0,2020.0,11.2,70.8,0.9386
0.7,843.0,1.2,520.0,113.0,1202.0,85.0,762.0,450.0,3.3,42.3,0.3299
0.6,878.0,1.2,518.0,50.0,1294.0,42.0,1149.0,539.0,13.8,81.3,1.2767
3.3,1363.0,12.4,1064.0,679.0,536.0,221.0,1350.0,1353.0,12.0,56.1,0.7832
2.1,1062.0,7.6,884.0,293.0,748.0,128.0,1062.0,1172.0,5.1,65.5,0.5811
1.1,991.0,4.9,759.0,246.8967349054159,845.0,113.09125081011017,1440.0,658.0,23.5,61.3,1.7538
1.5,1050.0,9.7,966.0,86.0,780.0,80.0,1748.0,1090.0,27.8,40.0,1.4691
1.7,1107.0,6.0,810.0,229.0,677.0,114.0,1311.0,1016.0,14.5,68.9,1.1298
3.1,1350.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632
1.2,988.0,5.9,806.0,87.0,951.0,68.0,1568.0,940.0,16.0,61.6,1.1083
1.3,1004.0,4.5,739.0,246.8967349054159,868.0,113.09125081011017,1004.0,1030.0,3.1,70.0,0.5388
0.4,902.0,1.5,548.0,54.0,1063.0,49.0,1024.0,617.0,7.7,68.9,0.728
1.7,1132.0,6.6,837.0,384.0,694.0,208.0,1199.0,1062.0,7.7,67.6,0.7133
2.1527495439145157,1234.0,13.3,1095.0,246.8967349054159,789.0,113.09125081011017,1638.0,1212.0,17.9,35.8,0.7276
1.4,1075.0,9.9,973.0,79.0,695.0,74.0,1748.0,1231.0,26.4,44.5,1.5119
3.1,1310.0,12.9,1082.0,621.0,555.0,267.0,1400.0,1254.0,4.1,82.5,0.6819
1.8,1099.8331664998332,10.08310532754978,939.1533755978201,224.0,835.4936047158269,152.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
0.8,899.0,1.8,572.0,98.0,1063.0,87.0,951.0,560.0,3.9,78.7,0.643
1.5,984.0,8.7,929.0,83.0,917.0,84.0,1654.0,817.0,25.4,40.1,1.2822
1.1,930.0,4.0,710.0,61.0,1278.0,82.0,1137.0,509.0,13.5,28.5,0.4405
2.1527495439145157,1323.0,20.7,1316.0,219.0,586.0,200.0,1911.0,1453.0,37.7,19.8,1.2715
2.1527495439145157,1414.0,24.4,1414.0,486.0,478.0,139.0,1896.0,1588.0,25.9,42.8,1.4122
2.1527495439145157,881.0,1.9,578.0,246.8967349054159,1017.0,113.09125081011017,876.0,607.0,5.8,59.0,0.5493
2.1527495439145157,711.0,2.8,640.0,246.8967349054159,1224.0,113.09125081011017,1084.0,391.0,36.6,11.8,0.7107
2.1,1099.8331664998332,10.08310532754978,939.1533755978201,292.0,835.4936047158269,107.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1527495439145157,796.0,2.2,601.0,246.8967349054159,1171.0,113.09125081011017,1314.0,410.0,29.3,33.1,1.322
0.6,803.0,2.9,648.0,246.8967349054159,1079.0,113.09125081011017,1178.0,774.0,14.1,61.0,0.9799
1.4,913.0,5.4,785.0,89.0,1110.0,85.0,1273.0,692.0,19.6,26.5,0.5974
1.4,1099.8331664998332,10.08310532754978,939.1533755978201,70.0,835.4936047158269,76.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.5,1030.0,6.7,844.0,90.0,917.0,78.0,1599.0,747.0,32.3,30.4,1.445
