CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.3,993.0,4.1,714.0,77.0,1217.0,75.0,1238.0,516.0,17.0,31.4,0.6048
1.0,1031.0,4.7,748.0,188.0,738.0,86.0,1245.0,890.0,12.9,71.8,1.0657
1.2,929.0,7.3,869.0,80.0,942.0,89.0,1454.0,624.0,35.3,17.0,0.9561
0.8,996.0,2.7,631.0,100.0,845.0,81.0,1153.0,697.0,13.1,68.6,1.0288
2.1527495439145157,1015.0,2.3,608.0,113.0,873.0,85.0,1027.0,655.0,10.3,59.4,0.7459
1.1,999.0,3.6,690.0,193.0,1027.0,86.0,1192.0,707.0,11.8,80.7,1.1181
3.9,1384.0,18.9,1265.0,255.0,620.0,124.0,2143.0,1307.0,16.4,72.4,1.3379
3.3,1197.0,18.3,1249.0,158.0,698.0,125.0,1986.0,1132.0,28.3,31.7,1.1968
0.7,901.0,5.0,763.0,47.0,984.0,54.0,1552.0,717.0,23.7,47.1,1.3602
2.1527495439145157,1059.0,12.6,1070.0,246.8967349054159,925.0,113.09125081011017,1401.0,976.0,32.6,9.2,0.4463
1.4,987.0,6.1,816.0,236.0,816.0,156.0,959.0,821.0,11.3,33.5,0.4476
1.5,1098.0,9.1,944.0,69.0,687.0,76.0,1772.0,1086.0,28.2,51.1,1.9221
6.6,1462.0,18.8,1263.0,750.0,510.0,170.0,1421.0,2082.0,6.7,59.7,0.589
2.1527495439145157,955.0,6.0,812.0,246.8967349054159,823.0,113.09125081011017,1464.0,936.0,25.1,40.1,1.2544
2.1527495439145157,908.0,1.7,559.0,44.0,1477.0,66.0,1287.0,721.0,10.2,62.7,0.7813
0.9,965.0,3.7,692.0,45.0,927.0,52.0,1549.0,653.0,23.8,63.5,1.8495
1.7,1142.0,9.1,945.0,73.0,682.0,83.0,1736.0,793.0,27.8,52.6,1.9398
1.0,858.0,5.3,776.0,43.0,947.0,56.0,1431.0,498.0,38.1,21.1,1.3863
1.5,1031.0,7.3,868.0,63.0,798.0,79.0,1634.0,690.0,29.0,46.1,1.8141
2.7,1244.0,18.9,1265.0,176.0,640.0,95.0,2084.0,1257.0,21.3,56.9,1.4226
1.9,1187.0,11.0,1014.0,272.0,578.0,133.0,1315.0,1131.0,24.2,26.5,0.7869
2.1527495439145157,954.0,6.8,850.0,246.8967349054159,840.0,113.09125081011017,1321.0,858.0,15.5,59.7,1.0413
1.0,989.0,6.0,814.0,146.0,800.0,51.0,1418.0,915.0,19.1,70.0,1.5331
3.4,1317.0,17.7,1231.0,172.0,766.0,127.0,1798.0,1155.0,24.5,27.8,0.8433
1.1,921.0,5.2,771.0,162.0,850.0,120.0,885.0,632.0,13.0,27.4,0.4085
2.0,987.0,5.6,794.0,225.0,852.0,119.0,1106.0,971.0,8.5,65.0,0.7221
1.4,997.0,8.8,933.0,89.0,799.0,93.0,1612.0,763.0,26.7,36.4,1.2596
0.8,798.0,2.5,621.0,109.0,1115.0,62.0,1041.0,524.0,10.6,61.3,0.7856
2.2,1175.0,9.1,945.0,143.0,904.0,116.0,1604.0,1081.0,14.7,57.6,0.9573
3.3,1218.0,16.6,1198.0,280.0,671.0,183.0,1907.0,1413.0,32.6,28.0,1.3566
0.9,935.0,2.6,628.0,126.0,995.0,111.0,986.0,611.0,4.4,77.1,0.6523
0.4,736.0,0.6,453.0,39.0,1498.0,37.0,602.0,268.0,0.2,40.6,0.2566
2.5,1251.0,11.0,1015.0,475.0,751.0,127.0,1453.0,1070.0,12.3,78.9,1.1283
1.4,1203.0,7.3,870.0,274.0,641.0,156.0,1103.0,1427.0,4.6,67.6,0.5778
0.7,888.0,1.9,574.0,153.0,1035.0,114.0,820.0,886.0,1.4,56.8,0.3903
1.1,1022.0,6.2,823.0,51.0,964.0,61.0,1599.0,631.0,32.5,27.6,1.3229
1.1,1099.8331664998332,10.08310532754978,939.1533755978201,68.0,835.4936047158269,71.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.5,933.0,3.1,660.0,132.0,955.0,98.0,911.0,488.0,9.0,47.3,0.542
0.9,976.0,6.6,840.0,180.0,844.0,50.0,1562.0,964.0,19.4,75.4,1.6802
0.7,785.0,2.0,582.0,33.0,1377.0,45.0,1311.0,417.0,19.4,45.9,1.0242
2.1527495439145157,1539.0,23.9,1402.0,246.8967349054159,475.0,113.09125081011017,2018.0,1780.0,23.9,57.2,1.6774
4.1,1515.0,20.1,1298.0,822.0,434.0,138.0,1706.0,1669.0,8.9,76.5,0.8767
4.0,1342.0,23.0,1377.0,261.0,567.0,181.0,2017.0,1515.0,37.1,21.3,1.3223
1.0,950.0,4.0,713.0,172.0,917.0,68.0,1139.0,841.0,11.8,71.4,0.9864
0.3,831.0,6.2,822.0,246.8967349054159,1085.0,113.09125081011017,1418.0,710.0,17.8,44.8,0.9048
2.7,1182.0,10.4,994.0,584.0,654.0,102.0,1431.0,1039.0,12.2,85.1,1.2079
1.3,1041.0,4.3,729.0,164.0,819.0,98.0,1130.0,972.0,10.0,70.9,0.8706
2.1527495439145157,1236.0,9.6,962.0,246.8967349054159,690.0,113.09125081011017,1589.0,946.0,26.5,45.9,1.5626
2.4,1168.0,11.6,1037.0,125.0,868.0,105.0,1580.0,990.0,12.1,45.6,0.6403
1.7,1094.0,7.2,865.0,372.0,708.0,141.0,1061.0,1223.0,2.0,65.3,0.4688
5.9,1754.0,37.4,1716.0,333.0,452.0,110.0,2667.0,1895.0,17.0,56.8,1.0909
1.4,1367.0,13.6,1105.0,371.0,503.0,140.0,1578.0,1391.0,21.3,46.6,1.1628
2.6,1292.0,10.7,1003.0,170.0,789.0,108.0,1753.0,1163.0,19.9,54.9,1.2632
4.1,1259.0,17.0,1211.0,502.0,559.0,188.0,1243.0,1531.0,9.4,36.7,0.4324
1.5,970.0,7.3,870.0,246.8967349054159,792.0,113.09125081011017,1376.0,943.0,27.5,30.9,1.1155
2.5,1161.0,9.1,945.0,344.0,654.0,177.0,1205.0,1077.0,8.5,57.9,0.6435
1.2,978.0,4.0,711.0,48.0,1144.0,63.0,1304.0,750.0,11.0,56.6,0.7418
0.7,931.0,3.3,670.0,246.8967349054159,931.0,113.09125081011017,1326.0,792.0,18.7,68.5,1.4586
2.6,1296.0,13.9,1113.0,419.0,604.0,101.0,1736.0,1073.0,19.8,81.0,1.8538
2.1527495439145157,886.0,3.1,658.0,246.8967349054159,1101.0,113.09125081011017,1234.0,647.0,20.5,48.4,1.1557
1.6,1111.0,14.1,1120.0,161.0,839.0,121.0,1790.0,1141.0,25.6,33.3,1.0773
8.1,1961.0,36.7,1701.0,478.0,537.0,149.0,2665.0,2184.0,14.8,54.3,0.9076
1.6,1099.8331664998332,10.08310532754978,939.1533755978201,246.8967349054159,835.4936047158269,113.09125081011017,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.3,956.0,5.0,761.0,205.0,849.0,98.0,887.0,885.0,9.1,33.0,0.3827
2.1527495439145157,1319.0,24.9,1426.0,246.8967349054159,509.0,113.09125081011017,1938.0,1491.0,20.9,48.5,1.1878
2.1527495439145157,910.0,5.2,773.0,246.8967349054159,842.0,113.09125081011017,1303.0,851.0,14.0,76.6,1.2202
2.6,1061.0,15.4,1162.0,220.0,777.0,90.0,1898.0,1132.0,19.9,49.4,1.1354
2.1527495439145157,797.0,2.6,624.0,18.0,1074.0,33.0,1276.0,546.0,25.7,30.9,1.0048
1.7,905.0,8.8,931.0,124.0,876.0,90.0,1460.0,776.0,28.3,21.3,0.8054
6.9,1633.0,35.6,1677.0,1018.0,400.0,217.0,1880.0,2188.0,11.7,60.8,0.8336
0.9,898.0,4.2,721.0,246.8967349054159,912.0,113.09125081011017,1264.0,594.0,27.1,33.3,1.1762
2.1,1106.0,6.8,850.0,373.0,727.0,219.0,997.0,1281.0,3.1,57.8,0.4462
0.8,986.0,3.4,674.0,246.8967349054159,883.0,113.09125081011017,1137.0,730.0,13.6,62.2,0.9643
0.6,893.0,1.4,540.0,43.0,1604.0,51.0,1268.0,413.0,7.6,83.2,0.8695
1.9,1078.0,10.2,985.0,106.0,778.0,111.0,1697.0,925.0,28.7,34.7,1.3457
1.1,975.0,3.5,681.0,136.0,889.0,110.0,948.0,813.0,4.2,62.5,0.5191
1.3,931.0,4.5,739.0,83.0,1274.0,74.0,1219.0,474.0,20.2,24.1,0.563
0.6,910.0,1.3,524.0,74.0,1102.0,69.0,802.0,600.0,6.4,42.7,0.4126
2.1527495439145157,1103.0,17.7,1232.0,246.8967349054159,679.0,113.09125081011017,1732.0,1085.0,35.3,16.8,0.9448
2.1527495439145157,1237.0,20.8,1319.0,246.8967349054159,576.0,113.09125081011017,1741.0,1271.0,13.3,70.4,1.0711
4.6,1464.0,25.6,1444.0,565.0,475.0,85.0,2049.0,1625.0,19.7,68.9,1.5638
0.5,900.0,4.8,751.0,197.0,891.0,129.0,913.0,637.0,4.9,45.3,0.3955
0.1,783.0,2.8,637.0,41.0,1498.0,46.0,1215.0,439.0,29.8,18.4,0.7595
2.4,1140.0,12.7,1072.0,267.0,626.0,90.0,1597.0,1143.0,21.7,57.7,1.4766
0.4,802.0,1.7,559.0,246.8967349054159,1232.0,113.09125081011017,1414.0,478.0,25.0,56.0,1.7428
1.0,920.0,3.2,667.0,131.0,1005.0,95.0,916.0,813.0,3.6,55.4,0.4419
1.1,900.0,4.0,711.0,151.0,975.0,84.0,1153.0,736.0,12.7,71.0,1.0387
1.7,1000.0,4.0,712.0,270.0,848.0,157.0,989.0,971.0,5.8,59.6,0.5523
2.0,1292.0,9.4,955.0,103.0,1174.0,92.0,1559.0,972.0,13.3,47.7,0.7255
1.4,960.0,6.6,838.0,219.0,797.0,97.0,1189.0,996.0,9.2,73.9,0.8616
2.1527495439145157,977.0,5.7,800.0,246.8967349054159,990.0,113.09125081011017,1474.0,926.0,12.2,64.1,0.9062
1.5,920.0,2.9,649.0,196.0,983.0,140.0,849.0,598.0,3.1,47.4,0.3661
3.1,1378.0,13.6,1102.0,157.0,742.0,116.0,1796.0,1273.0,17.9,49.4,1.0064
1.9,992.0,9.1,943.0,325.0,847.0,103.0,1351.0,936.0,22.2,33.6,0.8886
2.5,1111.0,14.4,1131.0,171.0,735.0,137.0,1825.0,1085.0,34.3,22.4,1.1907
1.5,1172.0,6.0,813.0,339.0,774.0,152.0,1233.0,1118.0,10.3,74.0,0.9237
2.0,1240.0,9.2,947.0,119.0,1049.0,116.0,1532.0,947.0,18.4,33.6,0.7042
1.6,1032.0,8.3,912.0,72.0,764.0,71.0,1661.0,826.0,34.3,31.5,1.6745
0.7,938.0,5.4,785.0,243.0,853.0,157.0,969.0,704.0,4.2,50.1,0.4168
0.6,932.0,3.9,707.0,58.0,1011.0,61.0,1509.0,554.0,26.6,42.8,1.4713
1.1,1002.0,8.8,932.0,101.0,949.0,82.0,1405.0,917.0,15.2,31.0,0.5329
1.0,1099.8331664998332,10.08310532754978,939.1533755978201,212.0,835.4936047158269,81.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.6,1063.0,7.9,894.0,104.0,823.0,100.0,1688.0,1025.0,27.2,41.1,1.4611
0.4,839.0,2.4,609.0,36.0,1276.0,59.0,1286.0,643.0,20.8,32.3,0.7813
0.5,805.0,1.6,555.0,113.0,1255.0,72.0,1019.0,496.0,6.7,79.8,0.7872
2.1527495439145157,931.0,5.4,784.0,173.0,826.0,72.0,1372.0,833.0,16.9,79.8,1.5238
4.8,1494.0,26.2,1460.0,641.0,420.0,227.0,1682.0,1827.0,21.0,28.0,0.6904
0.8,886.0,1.8,568.0,81.0,1015.0,72.0,992.0,438.0,15.6,47.1,0.8273
0.7,838.0,2.5,620.0,62.0,1292.0,74.0,1325.0,502.0,21.7,38.3,0.9842
1.3,1011.0,4.4,732.0,236.0,830.0,147.0,944.0,826.0,8.7,42.5,0.4787
1.7,1135.0,5.6,792.0,226.0,727.0,120.0,1170.0,1151.0,9.5,69.5,0.8261
2.0,1165.0,7.3,870.0,298.0,671.0,148.0,1181.0,1482.0,9.7,60.0,0.7238
2.3,1131.0,8.3,912.0,444.0,728.0,120.0,1356.0,987.0,12.7,84.4,1.2352
0.6,874.0,3.4,679.0,26.0,1049.0,41.0,1444.0,619.0,26.0,41.2,1.3598
2.4,1165.0,11.8,1043.0,125.0,717.0,120.0,1644.0,1188.0,26.8,29.9,1.0402
2.5,1180.0,7.9,894.0,355.0,636.0,187.0,1200.0,1372.0,17.5,40.7,0.8073
4.4,1494.0,23.1,1381.0,544.0,422.0,223.0,1677.0,1879.0,18.4,38.8,0.8152
0.7,966.0,2.0,587.0,106.0,921.0,90.0,1017.0,846.0,11.5,56.8,0.7706
1.0,1099.8331664998332,10.08310532754978,939.1533755978201,40.0,835.4936047158269,60.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
3.2,1274.0,16.6,1197.0,192.0,626.0,120.0,2023.0,1356.0,24.7,47.1,1.44
2.1527495439145157,820.0,2.5,620.0,246.8967349054159,1081.0,113.09125081011017,1270.0,703.0,20.8,58.8,1.4305
2.1527495439145157,1033.0,6.0,810.0,246.8967349054159,969.0,113.09125081011017,1526.0,864.0,16.8,61.0,1.1599
2.3,1125.0,11.0,1016.0,148.0,910.0,117.0,1564.0,991.0,23.8,27.1,0.7858
1.3,944.0,7.0,857.0,67.0,880.0,77.0,1463.0,631.0,35.2,22.3,1.2467
3.3,1394.0,19.9,1294.0,266.0,555.0,190.0,2031.0,1834.0,34.0,29.9,1.5614
1.7,1083.0,9.3,951.0,223.0,880.0,131.0,1393.0,1054.0,25.1,35.7,1.1222
1.4,918.0,4.7,748.0,81.0,1228.0,76.0,1219.0,505.0,19.6,24.9,0.5625
2.1,1035.0,11.8,1043.0,149.0,804.0,174.0,1647.0,749.0,34.8,19.3,1.0543
1.6,1008.0,9.9,973.0,153.0,714.0,105.0,1509.0,1178.0,25.0,36.6,1.143
0.6,877.0,3.1,658.0,25.0,964.0,37.0,1349.0,663.0,28.3,36.7,1.3878
4.5,1395.0,22.6,1368.0,322.0,605.0,163.0,2032.0,1675.0,21.9,35.2,0.9128
1.9,1074.0,9.7,967.0,337.0,703.0,127.0,1201.0,1065.0,3.5,80.3,0.6366
2.1,1065.0,10.0,979.0,106.0,950.0,96.0,1467.0,766.0,19.1,26.8,0.5861
